obs,low        (fiat),high      (fiat),open      (fiat),close     (fiat),vol      (fiat),trade_vol  (fiat),low (crypto),high (crypto),open (crypto),close (crypto),vol (crypto),trade_vol (crypto),
585,392.5,478.598,443.056,405,76296.1334,30899934.03,0.00688469,0.00839537,0.00787547,0.00704135,6867.031296,48.35317082,
586,393.001,428.583,404.821,409.719,41058.24759,16822344.14,0.00674673,0.00738952,0.00705002,0.00695503,5429.226484,37.76043307,
587,374.359,410.71,409.789,407.434,48647.83234,19820780.92,0.0064705,0.00739999,0.00693582,0.00697964,5373.126781,37.5024906,
588,358,434.602,407.474,371.86,70902.40977,26365770.1,0.00662513,0.0072936,0.00696744,0.00664115,6534.509428,43.39665729,
589,361,435,371.632,427.22,63276.77639,27033104.41,0.00656588,0.00763311,0.00665085,0.00754768,6557.649514,49.49504009,
590,350.365,439.666,427.596,360.338,65514.96819,23607532.61,0.00705487,0.00766871,0.00756665,0.00722876,8790.670088,63.54564431,
591,337.387,390.598,358.25,357.81,64111.39929,22939699.78,0.00700155,0.00779999,0.00723818,0.00719358,7429.997613,53.44828223,
592,355.001,386.735,357.68,371.316,31055.99334,11531587.22,0.00718211,0.0075749,0.0071857,0.0074366,2989.736113,22.23347158,
593,333.989,374.985,371.151,336.201,28754.53699,9667304.091,0.00714662,0.00749158,0.00743352,0.00720174,3402.749313,24.50571584,
594,311.5,367.113,336.47,331.99,38343.22249,12729566.43,0.00708392,0.00742901,0.00719344,0.00709828,4240.651443,30.10133132,
595,281.368,331.996,331.573,294.587,66895.55576,19706561.09,0.00667349,0.00723162,0.00709416,0.00676989,8115.599881,54.94171848,
596,290.743,318.576,295.242,304.984,41387.4947,12622523.68,0.0067256,0.00723224,0.00676262,0.0071128,4497.488192,31.98973401,
597,130.041,311.788,305.405,191,144592.1673,27617103.96,0.004567,0.00719822,0.00711504,0.00524102,20050.42423,105.0846744,
598,165.224,238.85,191,227.592,94728.69468,21559493.08,0.00474466,0.00620738,0.00517473,0.00559762,11357.20847,63.57333727,
599,165.274,235.98,227.46,188.728,76540.66348,14445366.34,0.00486593,0.00569043,0.00559762,0.00505792,11412.32064,57.72260483,
600,170,194.301,188.561,178.234,44614.51232,7951822.988,0.00471415,0.0050741,0.00505063,0.00474895,6766.219638,32.13243875,
601,121.092,184.145,178.096,150.218,96759.79746,14535063.26,0.00393196,0.00483485,0.00475673,0.00433161,15664.16672,67.85106119,
602,146.892,201.874,150.412,201.22,62184.06065,12512676.68,0.00422833,0.00522088,0.00431676,0.00519268,7751.381332,40.25044281,
603,178.44,216.152,201.526,195.357,47536.07189,9286504.396,0.00484972,0.0054671,0.0051831,0.0051,8817.422923,44.96885691,
604,191.765,221.785,195.668,214.287,51826.09387,11105658.18,0.00506234,0.0054894,0.00511469,0.00545279,4466.239802,24.35346773,
605,191.425,215.499,214.354,205.357,29511.20938,6060333.424,0.00515446,0.0055,0.00544456,0.00533082,2393.22633,12.75785878,
606,170.373,206.434,204.826,183.042,40922.31966,7490503.235,0.00484874,0.00534503,0.00532768,0.00513811,5385.370139,27.67062416,
607,170.9,210.079,182.874,176.917,70917.23977,12546465.31,0.00504554,0.00576856,0.00513074,0.00510513,6708.804822,34.24932076,
608,165.68,190.78,177.097,181.618,30075.17981,5462194.007,0.00492465,0.00526106,0.00508881,0.00509318,2511.111246,12.78954158,
609,173.174,198.843,181.514,197.54,21918.26952,4329734.961,0.00503872,0.00535697,0.00508965,0.00528579,1948.014672,10.29679647,
610,184.456,201.474,197.417,191.697,23361.49646,4478328.786,0.00513304,0.00535697,0.00534695,0.00522627,1963.08873,10.25963174,
611,186.918,209.317,192.138,202.3,23781.94278,4811087.025,0.00518499,0.00551969,0.00522569,0.00538534,2836.673062,15.27644891,
612,198.378,215.84,202.176,210.061,23367.19821,4908537.022,0.0050323,0.00554051,0.00538441,0.00535059,2825.82755,15.11984463,
613,180.217,210.048,210.048,191.232,30169.91804,5769453.766,0.00503106,0.00536209,0.00534626,0.00519266,1980.403246,10.28356072,
614,179.363,198.359,191.558,185.307,15504.91093,2873168.53,0.00513361,0.00525806,0.00519266,0.00521375,841.5043424,4.387393265,
615,182.053,193.312,185.235,185.426,11438.54477,2121003.602,0.00512745,0.00533827,0.00521376,0.00518385,958.1475568,4.966893213,
616,169.886,193.39,185.595,172.732,21328.60538,3684132.665,0.00505935,0.00530145,0.00518386,0.00514485,1751.903503,9.013280739,
617,153.016,175.08,172.704,166.167,31913.9739,5303049.3,0.00491692,0.00515046,0.00513795,0.00497448,2722.714863,13.54409063,
618,158.182,177.781,166.364,177,22266.36346,3941146.333,0.00468394,0.00497551,0.00497551,0.0047317,3177.13218,15.03323634,
619,164.76,179.69,177.038,170.273,11474.57399,1953810.136,0.00455957,0.00482297,0.0047373,0.00463945,1785.707483,8.284700581,
620,163.509,173.963,170.245,165.591,10253.75316,1697929.24,0.00442033,0.00469043,0.00463523,0.00443032,3005.188678,13.3139475,
621,154.379,165.846,165.347,163.935,11550.24086,1893488.736,0.00436227,0.00462139,0.0044188,0.00459643,1749.05156,8.03939306,
622,157.209,172.774,163.841,172.591,8688.67749,1499587.537,0.00436851,0.00463893,0.00459264,0.00442236,2516.598153,11.12930301,
623,167.647,177.869,172.624,177.861,11079.06822,1970534.153,0.00423959,0.0044207,0.00441794,0.00438707,2511.65782,11.01881867,
624,169.577,179.546,177.885,171.718,12237.03527,2101319.222,0.00423,0.00440644,0.00439426,0.00427659,2656.596276,11.36117307,
625,163.298,174.791,171.62,164.356,9666.136553,1588687.539,0.00418459,0.00434749,0.00428694,0.00428562,2863.13655,12.27031526,
626,160.599,173.877,164.281,163.862,8868.540016,1453216.704,0.00427699,0.00446898,0.00428229,0.00429628,2641.115855,11.34697322,
627,151,164.847,163.776,155.303,11610.87556,1803203.807,0.00425028,0.0043621,0.00430124,0.00433897,995.6128242,4.319934176,
628,151,160.798,155.377,151.1,11618.54567,1755562.251,0.0042531,0.00450365,0.00433897,0.0042531,972.5602793,4.136396124,
629,141.393,155.626,151,153.214,11722.025,1795978.338,0.00422507,0.00435493,0.00425311,0.00431429,1633.280232,7.046444572,
630,122.584,154,153.326,123.544,28609.18226,3534492.814,0.00388873,0.00432087,0.00432026,0.0039004,3616.001779,14.10385334,
631,102,131.713,123.544,119.392,56506.87513,6746468.836,0.00352512,0.00401261,0.00389689,0.00366601,5787.32808,21.21640261,
632,114.08,131.925,119.358,127.36,14490.93486,1845565.464,0.00337885,0.00379864,0.00368193,0.00378912,3724.178715,14.11136005,
633,120.291,134.66,127.457,131.211,10835.97495,1421799.109,0.00371439,0.00388706,0.00379398,0.00379999,767.07227,2.914866955,
634,119.241,134.471,131.487,119.742,15863.86456,1899570.871,0.00365,0.00390226,0.0038,0.0038,1612.605245,6.127899929,
635,115.377,126.265,119.742,124.411,11360.8903,1413419.724,0.00376205,0.00389368,0.00380273,0.00384817,780.9744609,3.005322491,
636,118.359,127.46,124.199,127.253,10023.31436,1275496.823,0.00362286,0.00385774,0.00384196,0.00368539,1141.605714,4.207262281,
637,124.815,134.144,127.261,132.474,10306.29383,1365315.969,0.00361937,0.00388175,0.0036742,0.00383709,1897.700885,7.281649089,
638,130.587,148.69,132.552,140.813,17153.89387,2415491.257,0.00381012,0.00407983,0.0038327,0.00392159,1592.290936,6.244312213,
639,134.253,146.742,140.658,145.399,12325.22874,1792075.933,0.00386266,0.00420856,0.00391534,0.00414685,1079.914787,4.478244633,
640,133.132,145.638,145.596,138.029,12888.75819,1779022.404,0.00401292,0.00415995,0.00413799,0.00411684,697.6292641,2.87202806,
641,129.279,140.498,138,135.508,7477.757338,1013295.941,0.00392657,0.00414571,0.00414027,0.00399644,931.0412976,3.720850683,
642,132.42,140,135.45,138.582,6666.472926,923853.151,0.00396233,0.00404466,0.00399329,0.00397548,279.0119991,1.109206622,
643,133.715,143.331,138.518,139.927,9911.55805,1386894.583,0.00388904,0.00401426,0.00398885,0.00397957,595.9204141,2.371507002,
644,128.977,139.922,139.822,132.59,6959.515353,922762.1406,0.00388157,0.00399866,0.00397672,0.00392945,410.6637183,1.613682548,
645,131.884,138.637,132.726,134.969,5735.916972,774170.9778,0.00391175,0.00396681,0.00394137,0.00394287,693.2355605,2.733337694,
646,133.667,139.237,134.756,135.077,8775.659017,1185389.693,0.00392113,0.00411488,0.0039351,0.00398705,1354.683079,5.401189169,
647,123.564,134.987,134.973,126.457,9134.459613,1155116.359,0.0037983,0.00398348,0.00397754,0.00383958,1618.999856,6.216279466,
648,120.969,130.345,126.426,128.303,8829.007814,1132788.19,0.00372898,0.00387827,0.00383808,0.00379372,713.8729846,2.708234219,
649,125.347,130.927,128.372,128.431,7321.086031,940254.4,0.00372985,0.00384394,0.00380035,0.00383273,354.5008029,1.358705862,
650,125.337,130.783,128.736,128.166,4869.003799,624040.7409,0.00374013,0.00387949,0.00383115,0.0037581,382.5306788,1.437588544,
651,125.227,135,128.058,126.685,12849.44716,1627832.213,0.00375152,0.00393913,0.00376415,0.00383872,725.7439038,2.785927638,
652,121.81,127.558,126.625,124.098,8649.954666,1073442.074,0.00374983,0.00384298,0.00383439,0.0037792,1225.400073,4.631031956,
653,115.72,124.679,123.589,123.146,10172.59896,1252714.871,0.00364996,0.00381019,0.00378825,0.003755,709.4017842,2.663803699,
654,116.392,125.059,123.146,122.742,7957.459352,976714.4757,0.00366961,0.00385878,0.0037341,0.00384668,971.2623866,3.736135597,
655,114.542,124.205,122.764,114.878,6409.615644,736323.826,0.00365,0.00389687,0.00385878,0.00365037,720.2272517,2.629095953,
656,113.337,119.101,114.968,116.148,5963.968393,692703.0009,0.00362085,0.00373022,0.00367423,0.0036928,393.5114783,1.453159187,
657,114.939,121.946,116.162,115.411,5680.35918,655575.9333,0.00364367,0.00379603,0.00369821,0.00364367,538.111547,1.960700901,
658,109.406,175,115.431,137.744,69665.67335,9596028.51,0.00357729,0.00577154,0.00365425,0.00447139,9054.971206,40.4883077,
659,115.383,147.613,138,125.098,59541.73645,7448552.146,0.00391832,0.00476815,0.00448243,0.00421425,6255.295186,26.36137774,
660,124.303,152.095,124.98,138.951,44721.31475,6214071.405,0.00420249,0.00468704,0.00423195,0.00429721,7118.20824,30.58843563,
661,135.273,146.497,138.998,142.323,19263.72083,2741670.539,0.00424266,0.00455055,0.00430146,0.0044,1150.653641,5.06287602,
662,135.399,145.599,142.091,143.008,10674.7659,1526576.922,0.00383657,0.00475071,0.0044,0.00424058,2180.359753,9.24598996,
663,138.104,149.046,143.077,141.028,18246.97993,2573335.086,0.00407692,0.00442792,0.0042358,0.00411323,942.5909972,3.877093567,
664,136.714,143.05,140.912,139.923,6227.098638,871314.3227,0.00395,0.0041206,0.00412036,0.00395388,415.7936726,1.643998286,
665,139.233,156.96,139.864,142.303,27734.12341,3946648.964,0.00372849,0.00408537,0.0039495,0.00382516,3708.043977,14.1838615,
666,137.525,147.659,142.293,146.269,10523.95615,1539328.542,0.00370281,0.00386566,0.00382415,0.00370281,590.6035618,2.186892775,
667,143.001,156.746,146.121,152.543,22485.84207,3430057.807,0.00361089,0.00393517,0.003702,0.0038088,1788.422524,6.811743708,
668,147.733,165.072,152.662,164.5,16199.54329,2664824.872,0.00373542,0.0041217,0.00378195,0.00410214,1130.423481,4.637155377,
669,153.608,167.318,164.852,165.489,19679.74733,3256781.705,0.0038825,0.00418771,0.00412018,0.00392008,1230.530017,4.823776109,
670,159.751,168.237,165.332,163.501,9894.011852,1617680.832,0.00388615,0.00399212,0.0039164,0.00394916,752.0063198,2.969793278,
671,158.362,174,163.913,160.131,12129.941,1942379.582,0.00394929,0.00415002,0.00394929,0.00401959,1149.14811,4.619104251,
672,156.213,164.331,160.146,161.78,10425.8264,1686690.194,0.00395149,0.00415246,0.00400301,0.00415049,540.5588931,2.24358428,
673,153.341,163.82,161.52,156.42,10079.371,1576615.211,0.00401113,0.00414943,0.00413778,0.00409361,790.1974588,3.234760219,
674,151.129,164.559,156.42,161.629,10578.98374,1709870.563,0.00399242,0.0041227,0.00409224,0.00408488,1116.877559,4.562310804,
675,155.013,165.228,161.772,164.575,12386.66545,2038535.467,0.00396867,0.0042125,0.00408544,0.00403521,1670.41098,6.740459092,
676,160.255,168.308,164.577,167.493,11089.64623,1857438.115,0.003845,0.00408409,0.00403688,0.00389421,1958.174108,7.625541193,
677,164.37,173.606,167.488,170.526,16480.7401,2810394.687,0.00381512,0.00393312,0.00389506,0.00382758,1523.597699,5.831692082,
678,159.527,172.435,170.486,162.037,14036.5542,2274441.134,0.00365768,0.00386336,0.00383127,0.00368097,1649.817727,6.07292956,
679,156.459,181.6,162.038,179.036,19912.5565,3565064.465,0.00362953,0.00391727,0.00369121,0.00387369,2098.566579,8.129196371,
680,169.297,180.208,179.164,176.011,14428.23254,2539527.638,0.00379049,0.00389244,0.00388178,0.0038731,1000.100661,3.873489869,
681,175.764,187.999,175.873,181.313,17478.10682,3169007.982,0.00386478,0.00404927,0.00387218,0.00398754,1814.267359,7.234463666,
682,170.342,190.516,181.154,180.31,14802.58979,2669054.965,0.00388252,0.00411921,0.00397938,0.00405452,2606.157819,10.566719,
683,177.846,204.71,180.219,204.49,14084.72206,2880184.814,0.00395747,0.00427311,0.00405487,0.00427296,1468.502132,6.274850872,
684,190.527,204.718,204.645,199.429,17379.21641,3465919.749,0.00408453,0.00427658,0.00427658,0.0042365,1418.404967,6.009072643,
685,191.647,217.373,199.455,216.221,15628.68882,3379250.726,0.00419077,0.00461558,0.00423763,0.00459332,1966.708865,9.033723163,
686,199.08,216.877,216.039,201.023,14157.87105,2846057.713,0.00435376,0.0046009,0.00458779,0.00438562,1123.963414,4.929276426,
687,186.426,211.53,201.321,194.501,16454.27757,3200373.441,0.0041775,0.00449182,0.00438687,0.00436594,2139.093988,9.339156005,
688,186.275,213.651,194.427,209.821,23160.22961,4859502.538,0.00420701,0.00505563,0.00436905,0.00469911,4674.612362,21.96651769,
689,199.13,221.398,209.702,220.259,17242.83916,3797890.511,0.0040875,0.00476847,0.0047031,0.00470747,2684.753587,12.63839697,
690,218.123,235.611,220.164,232.88,18266.94358,4254005.822,0.0046398,0.00501713,0.00470585,0.00469612,2261.339919,10.61952362,
691,226.81,249,232.734,237.196,18681.64101,4431210.521,0.00452955,0.00513446,0.0046885,0.00485369,3176.054578,15.41558435,
692,230.401,257,237.212,255.333,12578.80822,3211784.84,0.00475798,0.00522067,0.00485595,0.00517514,825.6644441,4.272929091,
693,254.895,285,255.464,270.599,39333.31476,10643555.64,0.00517763,0.00565747,0.00517763,0.00545593,3142.324873,17.14430455,
694,245.189,274.117,269.92,248.393,16053.37282,3987545.435,0.0051299,0.006,0.00545593,0.00521104,1932.947054,10.07266441,
695,239.487,264.85,248.348,264.584,15695.71638,4152835.422,0.00505931,0.005407,0.00522429,0.00538476,1310.84644,7.058593475,
696,230.5,264.901,264.673,232.166,15770.48143,3661369.593,0.00492889,0.00540803,0.00539666,0.00494303,1916.822804,9.474912623,
697,222.341,243.65,232.235,242.428,17751.23102,4303395.434,0.00477131,0.00501989,0.00496091,0.0049348,2208.952332,10.90073797,
698,234.557,243.291,242.224,236.529,9045.904766,2139618.808,0.0048204,0.0049402,0.00493097,0.00483643,534.1097758,2.583184543,
699,224.278,247.278,236.868,225.572,16247.33315,3664943.432,0.00459743,0.00501034,0.00483916,0.0046234,1494.492252,6.909635476,
700,215.248,230.846,225.423,216.376,20169.19022,4364128.704,0.0045863,0.00475785,0.00461756,0.00461198,1130.310916,5.21297134,
701,212.646,228.945,216.467,223.597,16843.69215,3766199.033,0.00454877,0.00480585,0.00459676,0.00473682,907.7228157,4.299719588,
702,216.226,240.345,223.746,238.905,20238.86489,4835166.017,0.00463509,0.00499189,0.00473999,0.00489282,1014.143822,4.962023176,
703,235.561,246.004,238.864,239.271,15393.40436,3683195.255,0.0047776,0.00491506,0.00488755,0.00485435,1033.697189,5.01792795,
704,232.912,251.617,239.421,247.326,17147.86537,4241112.951,0.00479939,0.00498184,0.00486242,0.00494253,1312.827585,6.488689723,
705,245.308,256.4,247.456,251.606,13496.94706,3395912.861,0.00495469,0.0051,0.00495471,0.00504853,968.3024259,4.888503846,
706,248.594,269.217,252.008,264.493,14548.70393,3848030.348,0.0050046,0.00533707,0.00506136,0.00508808,1364.80978,6.944261347,
707,250.752,265.542,264.754,255.598,15213.18817,3888460.469,0.0048414,0.00512028,0.00508727,0.00485003,895.4167387,4.342798045,
708,185.77,256.651,255.832,207.118,61651.26822,12769087.37,0.00418872,0.0048668,0.00485528,0.00440554,4039.875872,17.79783475,
709,184.682,212.086,207.842,202.012,23725.14607,4792764.208,0.00414498,0.00448903,0.00440359,0.00438212,1103.460398,4.835495878,
710,195.342,208.032,201.676,202.64,23048.30802,4670509.136,0.00427951,0.00446779,0.00438089,0.0043748,1904.254841,8.33073408,
711,187.183,214.83,202.767,193.093,17287.47199,3338089.829,0.00416669,0.00463147,0.00437932,0.00429803,1722.219151,7.402149577,
712,191.746,203.83,193.087,193.996,10454.38362,2028108.605,0.00426329,0.00445454,0.00430169,0.00430074,1019.087998,4.382832516,
713,189.152,206.57,193.964,203.581,8550.129249,1740643.863,0.00422486,0.00447673,0.00430064,0.00442001,675.9263993,2.987601444,
714,186.679,214.715,203.6,196.834,15090.2555,2970275.351,0.00423311,0.0046363,0.00442972,0.00437962,1750.637589,7.667127399,
715,194.751,208,196.605,205.836,12376.57933,2547545.582,0.00423484,0.00445943,0.00435305,0.00436637,721.4851868,3.150271275,
716,202.708,209.79,205.84,208.964,11264.91828,2353962.384,0.00425665,0.00440072,0.00436828,0.00434642,566.6137041,2.462741136,
717,202.264,220.163,209.065,208.188,18471.49472,3845543.543,0.00430774,0.00459173,0.00434848,0.00436411,1005.702664,4.388997053,
718,194.727,209.474,208.157,199.387,8579.444125,1710629.626,0.00415518(crypto),0.00436166,0.00435073,0.00421304,786.6981448,3.314390752,
719,195.255,206.265,199.48,199.662,8977.632795,1792492.119,0.00411785,0.00427527,0.00420934,0.00413143,546.6479246,2.258437635,
720,190.6,201.186,199.524,193.022,6600.136289,1273971.507,0.00405973,0.00416641,0.0041249,0.00407652,414.0097588,1.687719062,
721,167.481,193.295,192.962,170.16,22748.3453,3870858.437,0.00391165,0.00414415,0.00407585,0.00394934,2062.637177,8.14605551,
722,155.068,176.808,170.07,157.01,24740.28708,3884472.475,0.00384992,0.00413541,0.00394972,0.00386768,1998.202329,7.728407185,
723,154.129,176.391,157.341,175.54,14997.23336,2632614.344,0.00379172,0.00404939,0.00386642,0.00401481,936.2314509,3.758791392,
724,171.995,184.982,175.282,184.804,15212.44512,2811320.709,0.00394007,0.00421291,0.00401988,0.00411702,1505.564394,6.198438722,
725,156.804,185.123,184.843,165.641,18359.30899,3041054.301,0.00381382,0.00412219,0.00411217,0.00389516,1081.146581,4.211238916,
726,159.437,171.941,165.719,164.396,6932.677632,1139704.472,0.00382001,0.0040344,0.00388912,0.00384867,709.5424396,2.730794701,
727,150.837,165.304,164.36,162.16,8998.298115,1459164.022,0.00364651,0.00386419,0.00386419,0.00375609,2195.728581,8.247354165,
728,153.551,167.592,161.823,153.806,10036.6412,1543695.637,0.00361357,0.00378581,0.00373704,0.00364857,789.3645959,2.880051984,
729,146.425,158.469,153.815,147.139,10096.10784,1485531.211,0.00354834,0.00373494,0.00365777,0.00358985,799.6976467,2.870794597,
730,146.559,160.92,147.351,152.692,8936.230609,1364490.924,0.00358932,0.00380715,0.00360202,0.00367745,574.0627795,2.111087169,
731,151.965,169.831,152.525,166.319,11792.10582,1961251.248,0.00362956,0.00386783,0.00367741,0.00379248,1035.311591,3.926398504,
